2601
     0.000      0.000     -1.000    1.634800E+05   -7.172740E+06   -7.433450E+06    1.576203E+05    8.170000E+03
   800.000      0.000     -1.000    1.362090E+06   -2.401780E+06   -2.114580E+06    1.376814E+06    6.810000E+04
  1600.000      0.000     -1.000    1.312860E+06   -1.850240E+06   -1.566970E+06    1.369396E+06    6.560000E+04
  2400.000      0.000     -1.000    1.264430E+06   -1.528870E+06   -1.251550E+06    1.281682E+06    6.320000E+04
  3200.000      0.000     -1.000    1.217450E+06   -1.302640E+06   -1.032910E+06    1.162393E+06    6.090000E+04
  4000.000      0.000     -1.000    1.172320E+06   -1.129100E+06   -8.683970E+05    1.195573E+06    5.860000E+04
  4800.000      0.000     -1.000    1.129330E+06   -9.892490E+05   -7.388060E+05    1.101900E+06    5.650000E+04
  5600.000      0.000     -1.000    1.088710E+06   -8.728790E+05   -6.337260E+05    1.109494E+06    5.440000E+04
  6400.000      0.000     -1.000    1.050590E+06   -7.738210E+05   -5.467950E+05    1.036216E+06    5.250000E+04
  7200.000      0.000     -1.000    1.015040E+06   -6.880430E+05   -4.737960E+05    1.019291E+06    5.080000E+04
  8000.000      0.000     -1.000    9.820980E+05   -6.127420E+05   -4.117610E+05    9.548096E+05    4.910000E+04
  8800.000      0.000     -1.000    9.517460E+05   -5.458820E+05   -3.585050E+05    9.903381E+05    4.760000E+04
  9600.000      0.000     -1.000    9.239370E+05   -4.859270E+05   -3.123700E+05    9.122530E+05    4.620000E+04
 10400.000      0.000     -1.000    8.986060E+05   -4.316870E+05   -2.720630E+05    8.607582E+05    4.490000E+04
 11200.000      0.000     -1.000    8.756730E+05   -3.822160E+05   -2.365540E+05    8.345978E+05    4.380000E+04
 12000.000      0.000     -1.000    8.550530E+05   -3.367480E+05   -2.050130E+05    8.659037E+05    4.280000E+04
 12800.000      0.000     -1.000    8.366600E+05   -2.946480E+05   -1.767600E+05    8.732218E+05    4.180000E+04
 13600.000      0.000     -1.000    8.204120E+05   -2.553850E+05   -1.512300E+05    8.056393E+05    4.100000E+04
 14400.000      0.000     -1.000    8.062330E+05   -2.185040E+05   -1.279480E+05    8.259998E+05    4.030000E+04
 15200.000      0.000     -1.000    7.940540E+05   -1.836100E+05   -1.065120E+05    7.772938E+05    3.970000E+04
 16000.000      0.000     -1.000    7.838180E+05   -1.503540E+05   -8.657080E+04    7.543742E+05    3.920000E+04
 16800.000      0.000     -1.000    7.754740E+05   -1.184240E+05   -6.782090E+04    7.765659E+05    3.880000E+04
 17600.000      0.000     -1.000    7.689850E+05   -8.753100E+04   -4.998940E+04    7.603348E+05    3.840000E+04
 18400.000      0.000     -1.000    7.643210E+05   -5.740870E+04   -3.282860E+04    8.009021E+05    3.820000E+04
 19200.000      0.000     -1.000    7.614640E+05   -2.780240E+04   -1.610800E+04    7.456117E+05    3.810000E+04
 20000.000      0.000     -1.000    7.604040E+05    1.534250E+03    3.917330E+02    7.674258E+05    3.800000E+04
 20800.000      0.000     -1.000    7.611420E+05    3.084410E+04    1.688450E+04    7.665732E+05    3.810000E+04
 21600.000      0.000     -1.000    7.636870E+05    6.037100E+04    3.358460E+04    7.725348E+05    3.820000E+04
 22400.000      0.000     -1.000    7.680560E+05    9.036430E+04    5.071210E+04    7.727346E+05    3.840000E+04
 23200.000      0.000     -1.000    7.742760E+05    1.210830E+05    6.849870E+04    7.572310E+05    3.870000E+04
 24000.000      0.000     -1.000    7.823810E+05    1.528010E+05    8.719370E+04    7.551424E+05    3.910000E+04
 24800.000      0.000     -1.000    7.924160E+05    1.858130E+05    1.070720E+05    8.108803E+05    3.960000E+04
 25600.000      0.000     -1.000    8.044330E+05    2.204400E+05    1.284400E+05    7.674048E+05    4.020000E+04
 26400.000      0.000     -1.000    8.184920E+05    2.570390E+05    1.516490E+05    8.431795E+05    4.090000E+04
 27200.000      0.000     -1.000    8.346610E+05    2.960130E+05    1.771050E+05    8.268500E+05    4.170000E+04
 28000.000      0.000     -1.000    8.530150E+05    3.378250E+05    2.052840E+05    8.811655E+05    4.270000E+04
 28800.000      0.000     -1.000    8.736320E+05    3.830130E+05    2.367530E+05    9.147832E+05    4.370000E+04
 29600.000      0.000     -1.000    8.965960E+05    4.322170E+05    2.721930E+05    8.896459E+05    4.480000E+04
 30400.000      0.000     -1.000    9.219870E+05    4.862090E+05    3.124380E+05    8.808576E+05    4.610000E+04
 31200.000      0.000     -1.000    9.498780E+05    5.459370E+05    3.585150E+05    9.771430E+05    4.750000E+04
 32000.000      0.000     -1.000    9.803330E+05    6.125940E+05    4.117190E+05    9.930849E+05    4.900000E+04
 32800.000      0.000     -1.000    1.013390E+06    6.877160E+05    4.737090E+05    1.014284E+06    5.070000E+04
 33600.000      0.000     -1.000    1.049060E+06    7.733410E+05    5.466700E+05    1.056161E+06    5.250000E+04
 34400.000      0.000     -1.000    1.087320E+06    8.722700E+05    6.335680E+05    1.066573E+06    5.440000E+04
