# Synthetic 3D MT data written in Matlab
# Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error
> Full_Impedance
> exp(-i\omega t)
> [V/m]/[T]
> 0.00
> 0.000 0.000
> 21 100
1.000000E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX   -1.765959E-05    9.516272E-06    4.551819E+04
1.000000E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    8.121273E+05   -4.113534E+05    4.551819E+04
1.000000E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -8.121273E+05    4.113534E+05    4.551819E+04
1.000000E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY    1.469651E-04   -7.434112E-05    4.551819E+04
2.238721E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX    3.535548E-03    5.806638E-03    2.987930E+04
2.238721E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    4.532562E+05   -3.894455E+05    2.987930E+04
2.238721E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -4.532562E+05    3.894455E+05    2.987930E+04
2.238721E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY   -5.833930E-03   -1.049316E-02    2.987930E+04
5.011872E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX    1.485648E-01   -1.205223E-01    2.012827E+04
5.011872E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    2.716848E+05   -2.970629E+05    2.012827E+04
5.011872E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -2.716846E+05    2.970628E+05    2.012827E+04
5.011872E-03 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY   -1.625505E-01    1.048558E-01    2.012827E+04
1.122018E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX   -1.089759E+00   -1.633602E+00    1.245037E+04
1.122018E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    1.630482E+05   -1.882024E+05    1.245037E+04
1.122018E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -1.630492E+05    1.882007E+05    1.245037E+04
1.122018E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY    1.288530E+00    2.336541E+00    1.245037E+04
2.511886E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX   -2.112369E+00   -6.959509E-01    8.088775E+03
2.511886E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    1.067648E+05   -1.215423E+05    8.088775E+03
2.511886E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -1.067658E+05    1.215419E+05    8.088775E+03
2.511886E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY    1.825777E+00    1.349725E+00    8.088775E+03
5.623413E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX   -4.894440E-01   -2.185405E+00    5.075069E+03
5.623413E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    6.808490E+04   -7.528138E+04    5.075069E+03
5.623413E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -6.808472E+04    7.527745E+04    5.075069E+03
5.623413E-02 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY    2.612912E+00    4.563849E+00    5.075069E+03
1.258925E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX   -9.926581E+00    2.219836E+01    3.151058E+03
1.258925E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    4.290653E+04   -4.615161E+04    3.151058E+03
1.258925E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -4.290940E+04    4.616464E+04    3.151058E+03
1.258925E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYY    4.435570E+01   -4.387068E+01    3.151058E+03
2.818383E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXX    5.174624E+01    2.106772E+01    2.086512E+03
2.818383E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZXY    2.874030E+04   -3.030045E+04    2.086512E+03
2.818383E-01 A01-01    0.000    0.000    -9500.000    -9500.000        0.000 ZYX   -2.867871E+04    3.026943E+04    2.086512E+03
