        3626
  200.000	  200.000	   -1.000	-1.494450e+02	-2.833950e+02	2.613180e+01	-7.085224e+01	-4.360000e+00	
  400.000	  200.000	   -1.000	-1.470830e+02	-2.994400e+02	2.745250e+01	-8.455748e+01	-4.230000e+00	
  600.000	  200.000	   -1.000	-1.437080e+02	-3.157730e+02	2.909020e+01	-7.541277e+01	-4.050000e+00	
  800.000	  200.000	   -1.000	-1.392460e+02	-3.322710e+02	3.110130e+01	-9.402867e+01	-3.820000e+00	
 1000.000	  200.000	   -1.000	-1.336360e+02	-3.487900e+02	3.354530e+01	-8.377072e+01	-3.540000e+00	
 1200.000	  200.000	   -1.000	-1.268330e+02	-3.651650e+02	3.648330e+01	-3.818014e+01	-3.190000e+00	
 1400.000	  200.000	   -1.000	-1.188140e+02	-3.812110e+02	3.997600e+01	-4.249341e+01	-2.790000e+00	
 1600.000	  200.000	   -1.000	-1.095820e+02	-3.967280e+02	4.408120e+01	-3.064089e+01	-2.320000e+00	
 1800.000	  200.000	   -1.000	-9.916860e+01	-4.115010e+02	4.885120e+01	-3.806234e+01	-1.780000e+00	
 2000.000	  200.000	   -1.000	-8.764310e+01	-4.253090e+02	5.432940e+01	-2.700570e+01	-1.180000e+00	
 2200.000	  200.000	   -1.000	-7.511030e+01	-4.379290e+02	6.054710e+01	-2.143899e+01	-5.150000e-01	
 2400.000	  200.000	   -1.000	-6.171590e+01	-4.491450e+02	6.751960e+01	-1.329919e+01	2.050000e-01	
 2600.000	  200.000	   -1.000	-4.764570e+01	-4.587540e+02	7.524330e+01	1.791644e+01	9.760000e-01	
 2800.000	  200.000	   -1.000	-3.312530e+01	-4.665800e+02	8.369220e+01	3.077390e+01	1.790000e+00	
 3000.000	  200.000	   -1.000	-1.841610e+01	-4.724830e+02	9.281590e+01	7.522399e+01	2.630000e+00	
 3200.000	  200.000	   -1.000	-3.810160e+00	-4.763670e+02	1.025380e+02	7.742379e+01	3.490000e+00	
 3400.000	  200.000	   -1.000	1.037880e+01	-4.781970e+02	1.127550e+02	8.867443e+01	4.350000e+00	
 3600.000	  200.000	   -1.000	2.382550e+01	-4.779970e+02	1.233390e+02	9.361150e+01	5.200000e+00	
 3800.000	  200.000	   -1.000	3.620690e+01	-4.758680e+02	1.341360e+02	1.096670e+02	6.020000e+00	
 4000.000	  200.000	   -1.000	4.721670e+01	-4.719850e+02	1.449760e+02	1.439304e+02	6.800000e+00	
 4200.000	  200.000	   -1.000	5.658200e+01	-4.665970e+02	1.556720e+02	1.755600e+02	7.500000e+00	
 4400.000	  200.000	   -1.000	6.407950e+01	-4.600270e+02	1.660300e+02	1.679180e+02	8.140000e+00	
 4600.000	  200.000	   -1.000	6.955160e+01	-4.526590e+02	1.758560e+02	1.747563e+02	8.680000e+00	
 4800.000	  200.000	   -1.000	7.292000e+01	-4.449280e+02	1.849610e+02	1.918654e+02	9.120000e+00	
 5000.000	  200.000	   -1.000	7.419670e+01	-4.372980e+02	1.931750e+02	1.825219e+02	9.450000e+00	
 5200.000	  200.000	   -1.000	7.349010e+01	-4.302460e+02	2.003490e+02	1.974629e+02	9.680000e+00	
 5400.000	  200.000	   -1.000	7.100760e+01	-4.242350e+02	2.063670e+02	2.085280e+02	9.810000e+00	
 5600.000	  200.000	   -1.000	6.705130e+01	-4.196940e+02	2.111450e+02	1.873012e+02	9.840000e+00	
 5800.000	  200.000	   -1.000	6.200950e+01	-4.169890e+02	2.146430e+02	2.003720e+02	9.780000e+00	
 6000.000	  200.000	   -1.000	5.634270e+01	-4.164050e+02	2.168620e+02	1.579168e+02	9.660000e+00	
 6200.000	  200.000	   -1.000	5.056540e+01	-4.181260e+02	2.178450e+02	1.653881e+02	9.490000e+00	
 6400.000	  200.000	   -1.000	4.522440e+01	-4.222240e+02	2.176780e+02	1.973143e+02	9.300000e+00	
 6600.000	  200.000	   -1.000	4.087450e+01	-4.286450e+02	2.164850e+02	1.721606e+02	9.100000e+00	
 6800.000	  200.000	   -1.000	3.805380e+01	-4.372140e+02	2.144240e+02	1.742104e+02	8.930000e+00	
 7000.000	  200.000	   -1.000	3.725840e+01	-4.476320e+02	2.116800e+02	1.931855e+02	8.800000e+00	
 7200.000	  200.000	   -1.000	3.891930e+01	-4.594860e+02	2.084600e+02	1.715925e+02	8.750000e+00	
 7400.000	  200.000	   -1.000	4.338040e+01	-4.722680e+02	2.049880e+02	1.773033e+02	8.780000e+00	
 7600.000	  200.000	   -1.000	5.088140e+01	-4.853900e+02	2.014900e+02	1.786367e+02	8.920000e+00	
 7800.000	  200.000	   -1.000	6.154390e+01	-4.982070e+02	1.981960e+02	1.898470e+02	9.180000e+00	
 8000.000	  200.000	   -1.000	7.536240e+01	-5.100500e+02	1.953240e+02	1.806231e+02	9.570000e+00	
 8200.000	  200.000	   -1.000	9.220170e+01	-5.202460e+02	1.930780e+02	1.988328e+02	1.010000e+01	
 8400.000	  200.000	   -1.000	1.117990e+02	-5.281520e+02	1.916380e+02	2.187879e+02	1.070000e+01	
 8600.000	  200.000	   -1.000	1.337720e+02	-5.331840e+02	1.911560e+02	2.369099e+02	1.150000e+01	
 8800.000	  200.000	   -1.000	1.576340e+02	-5.348400e+02	1.917480e+02	2.315558e+02	1.240000e+01	
 9000.000	  200.000	   -1.000	1.828130e+02	-5.327240e+02	1.934910e+02	2.612404e+02	1.330000e+01	
 9200.000	  200.000	   -1.000	2.086770e+02	-5.265620e+02	1.964210e+02	2.927522e+02	1.430000e+01	
 9400.000	  200.000	   -1.000	2.345580e+02	-5.162160e+02	2.005310e+02	2.649784e+02	1.540000e+01	
 9600.000	  200.000	   -1.000	2.597810e+02	-5.016840e+02	2.057700e+02	2.936241e+02	1.650000e+01	
 9800.000	  200.000	   -1.000	2.836940e+02	-4.831020e+02	2.120480e+02	3.384169e+02	1.750000e+01	
10000.000	  200.000	   -1.000	3.056930e+02	-4.607310e+02	2.192360e+02	3.721073e+02	1.860000e+01	
10200.000	  200.000	   -1.000	3.252470e+02	-4.349430e+02	2.271770e+02	4.193039e+02	1.950000e+01	
10400.000	  200.000	   -1.000	3.419110e+02	-4.062000e+02	2.356850e+02	3.837205e+02	2.040000e+01	
10600.000	  200.000	   -1.000	3.553450e+02	-3.750340e+02	2.445590e+02	4.248598e+02	2.120000e+01	
10800.000	  200.000	   -1.000	3.653170e+02	-3.420200e+02	2.535880e+02	4.330216e+02	2.190000e+01	
11000.000	  200.000	   -1.000	3.717050e+02	-3.077490e+02	2.625560e+02	4.655273e+02	2.240000e+01	
11200.000	  200.000	   -1.000	3.744930e+02	-2.728110e+02	2.712560e+02	4.451537e+02	2.280000e+01	
11400.000	  200.000	   -1.000	3.737640e+02	-2.377680e+02	2.794890e+02	4.525122e+02	2.310000e+01	
11600.000	  200.000	   -1.000	3.696840e+02	-2.031430e+02	2.870760e+02	4.646653e+02	2.320000e+01	
11800.000	  200.000	   -1.000	3.624910e+02	-1.694040e+02	2.938570e+02	4.523985e+02	2.320000e+01	
12000.000	  200.000	   -1.000	3.524790e+02	-1.369570e+02	2.996990e+02	4.679694e+02	2.310000e+01	
12200.000	  200.000	   -1.000	3.399820e+02	-1.061390e+02	3.044970e+02	4.545741e+02	2.280000e+01	
12400.000	  200.000	   -1.000	3.253600e+02	-7.721940e+01	3.081720e+02	4.479315e+02	2.240000e+01	
12600.000	  200.000	   -1.000	3.089830e+02	-5.039810e+01	3.106750e+02	4.114758e+02	2.190000e+01	
12800.000	  200.000	   -1.000	2.912240e+02	-2.581160e+01	3.119830e+02	4.207489e+02	2.130000e+01	
13000.000	  200.000	   -1.000	2.724410e+02	-3.536790e+00	3.121000e+02	4.002489e+02	2.070000e+01	
13200.000	  200.000	   -1.000	2.529780e+02	1.640250e+01	3.110530e+02	3.785934e+02	1.990000e+01	
13400.000	  200.000	   -1.000	2.331510e+02	3.402830e+01	3.088890e+02	4.018807e+02	1.920000e+01	
13600.000	  200.000	   -1.000	2.132460e+02	4.940160e+01	3.056730e+02	3.511530e+02	1.830000e+01	
13800.000	  200.000	   -1.000	1.935170e+02	6.261500e+01	3.014830e+02	3.440024e+02	1.750000e+01	
14000.000	  200.000	   -1.000	1.741830e+02	7.378570e+01	2.964070e+02	3.219458e+02	1.660000e+01	
14200.000	  200.000	   -1.000	1.554290e+02	8.304890e+01	2.905430e+02	3.242553e+02	1.580000e+01	
14400.000	  200.000	   -1.000	1.374030e+02	9.055230e+01	2.839900e+02	2.849291e+02	1.490000e+01	
14600.000	  200.000	   -1.000	1.202250e+02	9.645030e+01	2.768510e+02	2.630793e+02	1.400000e+01	
14800.000	  200.000	   -1.000	1.039810e+02	1.009000e+02	2.692270e+02	2.598537e+02	1.320000e+01	
  200.000	  400.000	   -1.000	-1.662000e+02	-2.986510e+02	2.137630e+01	-1.155984e+02	-5.120000e+00	
  400.000	  400.000	   -1.000	-1.642490e+02	-3.165790e+02	2.230780e+01	-8.665102e+01	-5.020000e+00	
  600.000	  400.000	   -1.000	-1.611690e+02	-3.349320e+02	2.356820e+01	-1.052728e+02	-4.860000e+00	
  800.000	  400.000	   -1.000	-1.568610e+02	-3.535780e+02	2.522610e+01	-1.015504e+02	-4.650000e+00	
 1000.000	  400.000	   -1.000	-1.512420e+02	-3.723580e+02	2.735550e+01	-5.461945e+01	-4.380000e+00	
 1200.000	  400.000	   -1.000	-1.442440e+02	-3.910870e+02	3.003380e+01	-1.133975e+02	-4.040000e+00	
 1400.000	  400.000	   -1.000	-1.358220e+02	-4.095560e+02	3.333990e+01	-8.695865e+01	-3.620000e+00	
 1600.000	  400.000	   -1.000	-1.259610e+02	-4.275310e+02	3.735110e+01	-6.121155e+01	-3.130000e+00	
 1800.000	  400.000	   -1.000	-1.146800e+02	-4.447590e+02	4.213970e+01	-5.504464e+01	-2.560000e+00	
 2000.000	  400.000	   -1.000	-1.020400e+02	-4.609740e+02	4.776910e+01	-2.930886e+01	-1.920000e+00	
 2200.000	  400.000	   -1.000	-8.814590e+01	-4.759020e+02	5.428950e+01	-3.521427e+01	-1.200000e+00	
 2400.000	  400.000	   -1.000	-7.315180e+01	-4.892710e+02	6.173270e+01	3.414632e+00	-4.040000e-01	
 2600.000	  400.000	   -1.000	-5.726330e+01	-5.008220e+02	7.010800e+01	1.760735e+01	4.540000e-01	
 2800.000	  400.000	   -1.000	-4.073690e+01	-5.103210e+02	7.939780e+01	3.228730e+01	1.370000e+00	
 3000.000	  400.000	   -1.000	-2.387730e+01	-5.175710e+02	8.955360e+01	7.499715e+01	2.320000e+00	
 3200.000	  400.000	   -1.000	-7.031510e+00	-5.224290e+02	1.004940e+02	6.273114e+01	3.300000e+00	
 3400.000	  400.000	   -1.000	9.419930e+00	-5.248150e+02	1.121020e+02	9.902825e+01	4.300000e+00	
 3600.000	  400.000	   -1.000	2.507570e+01	-5.247300e+02	1.242270e+02	1.200780e+02	5.280000e+00	
 3800.000	  400.000	   -1.000	3.952940e+01	-5.222610e+02	1.366870e+02	1.176222e+02	6.230000e+00	
 4000.000	  400.000	   -1.000	5.238850e+01	-5.175930e+02	1.492720e+02	1.290258e+02	7.130000e+00	
 4200.000	  400.000	   -1.000	6.329480e+01	-5.110070e+02	1.617490e+02	1.423990e+02	7.960000e+00	
 4400.000	  400.000	   -1.000	7.194620e+01	-5.028790e+02	1.738740e+02	1.823723e+02	8.690000e+00	
 4600.000	  400.000	   -1.000	7.811800e+01	-4.936690e+02	1.853970e+02	1.654931e+02	9.320000e+00	
 4800.000	  400.000	   -1.000	8.168210e+01	-4.839080e+02	1.960760e+02	1.996533e+02	9.820000e+00	
 5000.000	  400.000	   -1.000	8.262210e+01	-4.741760e+02	2.056880e+02	2.004788e+02	1.020000e+01	
 5200.000	  400.000	   -1.000	8.104350e+01	-4.650720e+02	2.140340e+02	2.277632e+02	1.040000e+01	
 5400.000	  400.000	   -1.000	7.717780e+01	-4.571900e+02	2.209570e+02	1.757975e+02	1.050000e+01	
 5600.000	  400.000	   -1.000	7.137900e+01	-4.510810e+02	2.263440e+02	1.748743e+02	1.050000e+01	
 5800.000	  400.000	   -1.000	6.411380e+01	-4.472300e+02	2.301310e+02	2.185139e+02	1.040000e+01	
 6000.000	  400.000	   -1.000	5.594420e+01	-4.460210e+02	2.323110e+02	1.922871e+02	1.020000e+01	
 6200.000	  400.000	   -1.000	4.750500e+01	-4.477130e+02	2.329330e+02	2.338633e+02	9.910000e+00	
 6400.000	  400.000	   -1.000	3.947650e+01	-4.524250e+02	2.320970e+02	1.889851e+02	9.600000e+00	
 6600.000	  400.000	   -1.000	3.255400e+01	-4.601220e+02	2.299540e+02	1.717819e+02	9.280000e+00	
 6800.000	  400.000	   -1.000	2.741600e+01	-4.706100e+02	2.267000e+02	1.786103e+02	8.980000e+00	
 7000.000	  400.000	   -1.000	2.469230e+01	-4.835420e+02	2.225670e+02	1.755323e+02	8.740000e+00	
 7200.000	  400.000	   -1.000	2.493420e+01	-4.984250e+02	2.178150e+02	1.857789e+02	8.580000e+00	
 7400.000	  400.000	   -1.000	2.858730e+01	-5.146410e+02	2.127230e+02	1.780093e+02	8.530000e+00	
 7600.000	  400.000	   -1.000	3.596840e+01	-5.314700e+02	2.075800e+02	1.799183e+02	8.610000e+00	
 7800.000	  400.000	   -1.000	4.724810e+01	-5.481200e+02	2.026760e+02	1.741799e+02	8.840000e+00	
 8000.000	  400.000	   -1.000	6.243900e+01	-5.637580e+02	1.982880e+02	1.423076e+02	9.220000e+00	
 8200.000	  400.000	   -1.000	8.139100e+01	-5.775500e+02	1.946790e+02	2.121207e+02	9.760000e+00	
 8400.000	  400.000	   -1.000	1.037930e+02	-5.886920e+02	1.920780e+02	2.372368e+02	1.050000e+01	
