        3876
     0.000     0.000  -100.000   0.973969E-06   0.720101E-06   0.486985E-07
   200.000     0.000  -100.000   0.107075E-05   0.726091E-06   0.535375E-07
   400.000     0.000  -100.000   0.114673E-05   0.743828E-06   0.573366E-07
   600.000     0.000  -100.000   0.120980E-05   0.763257E-06   0.604898E-07
   800.000     0.000  -100.000   0.126412E-05   0.782992E-06   0.632059E-07
  1000.000     0.000  -100.000   0.131190E-05   0.802676E-06   0.655948E-07
  1200.000     0.000  -100.000   0.135447E-05   0.822154E-06   0.677235E-07
  1400.000     0.000  -100.000   0.139275E-05   0.841333E-06   0.696374E-07
  1600.000     0.000  -100.000   0.142739E-05   0.860146E-06   0.713694E-07
  1800.000     0.000  -100.000   0.145889E-05   0.878542E-06   0.729444E-07
  2000.000     0.000  -100.000   0.148764E-05   0.896476E-06   0.743821E-07
  2200.000     0.000  -100.000   0.151397E-05   0.913913E-06   0.756984E-07
  2400.000     0.000  -100.000   0.153813E-05   0.930820E-06   0.769063E-07
  2600.000     0.000  -100.000   0.156034E-05   0.947171E-06   0.780168E-07
  2800.000     0.000  -100.000   0.158079E-05   0.962944E-06   0.790394E-07
  3000.000     0.000  -100.000   0.159964E-05   0.978120E-06   0.799820E-07
  3200.000     0.000  -100.000   0.161703E-05   0.992683E-06   0.808516E-07
  3400.000     0.000  -100.000   0.163309E-05   0.100662E-05   0.816543E-07
  3600.000     0.000  -100.000   0.164791E-05   0.101992E-05   0.823954E-07
  3800.000     0.000  -100.000   0.166159E-05   0.103258E-05   0.830795E-07
  4000.000     0.000  -100.000   0.167422E-05   0.104459E-05   0.837108E-07
  4200.000     0.000  -100.000   0.168586E-05   0.105594E-05   0.842929E-07
  4400.000     0.000  -100.000   0.169658E-05   0.106664E-05   0.848288E-07
  4600.000     0.000  -100.000   0.170643E-05   0.107667E-05   0.853214E-07
  4800.000     0.000  -100.000   0.171546E-05   0.108605E-05   0.857730E-07
  5000.000     0.000  -100.000   0.172372E-05   0.109476E-05   0.861858E-07
  5200.000     0.000  -100.000   0.173123E-05   0.110280E-05   0.865615E-07
  5400.000     0.000  -100.000   0.173804E-05   0.111019E-05   0.869018E-07
  5600.000     0.000  -100.000   0.174416E-05   0.111691E-05   0.872079E-07
  5800.000     0.000  -100.000   0.174962E-05   0.112297E-05   0.874810E-07
  6000.000     0.000  -100.000   0.175444E-05   0.112837E-05   0.877221E-07
  6200.000     0.000  -100.000   0.175864E-05   0.113310E-05   0.879318E-07
  6400.000     0.000  -100.000   0.176222E-05   0.113717E-05   0.881110E-07
  6600.000     0.000  -100.000   0.176520E-05   0.114057E-05   0.882600E-07
  6800.000     0.000  -100.000   0.176759E-05   0.114332E-05   0.883794E-07
  7000.000     0.000  -100.000   0.176939E-05   0.114539E-05   0.884694E-07
  7200.000     0.000  -100.000   0.177061E-05   0.114681E-05   0.885303E-07
  7400.000     0.000  -100.000   0.177125E-05   0.114755E-05   0.885623E-07
  7600.000     0.000  -100.000   0.177130E-05   0.114763E-05   0.885652E-07
  7800.000     0.000  -100.000   0.177078E-05   0.114704E-05   0.885392E-07
  8000.000     0.000  -100.000   0.176968E-05   0.114579E-05   0.884841E-07
  8200.000     0.000  -100.000   0.176799E-05   0.114386E-05   0.883997E-07
  8400.000     0.000  -100.000   0.176571E-05   0.114126E-05   0.882857E-07
  8600.000     0.000  -100.000   0.176283E-05   0.113799E-05   0.881417E-07
  8800.000     0.000  -100.000   0.175935E-05   0.113405E-05   0.879673E-07
  9000.000     0.000  -100.000   0.175523E-05   0.112944E-05   0.877617E-07
  9200.000     0.000  -100.000   0.175049E-05   0.112415E-05   0.875243E-07
  9400.000     0.000  -100.000   0.174509E-05   0.111819E-05   0.872544E-07
  9600.000     0.000  -100.000   0.173902E-05   0.111156E-05   0.869508E-07
  9800.000     0.000  -100.000   0.173225E-05   0.110425E-05   0.866124E-07
 10000.000     0.000  -100.000   0.172476E-05   0.109626E-05   0.862380E-07
 10200.000     0.000  -100.000   0.171652E-05   0.108760E-05   0.858259E-07
 10400.000     0.000  -100.000   0.170749E-05   0.107827E-05   0.853745E-07
 10600.000     0.000  -100.000   0.169763E-05   0.106826E-05   0.848815E-07
 10800.000     0.000  -100.000   0.168690E-05   0.105758E-05   0.843448E-07
 11000.000     0.000  -100.000   0.167523E-05   0.104623E-05   0.837615E-07
 11200.000     0.000  -100.000   0.166257E-05   0.103421E-05   0.831287E-07
 11400.000     0.000  -100.000   0.164885E-05   0.102154E-05   0.824427E-07
 11600.000     0.000  -100.000   0.163399E-05   0.100821E-05   0.816996E-07
 11800.000     0.000  -100.000   0.161789E-05   0.994236E-06   0.808947E-07
 12000.000     0.000  -100.000   0.160045E-05   0.979631E-06   0.800227E-07
 12200.000     0.000  -100.000   0.158156E-05   0.964408E-06   0.790778E-07
 12400.000     0.000  -100.000   0.156106E-05   0.948581E-06   0.780529E-07
 12600.000     0.000  -100.000   0.153880E-05   0.932173E-06   0.769400E-07
 12800.000     0.000  -100.000   0.151460E-05   0.915205E-06   0.757298E-07
 13000.000     0.000  -100.000   0.148823E-05   0.897706E-06   0.744113E-07
 13200.000     0.000  -100.000   0.145943E-05   0.879708E-06   0.729714E-07
 13400.000     0.000  -100.000   0.142789E-05   0.861248E-06   0.713943E-07
 13600.000     0.000  -100.000   0.139321E-05   0.842371E-06   0.696604E-07
 13800.000     0.000  -100.000   0.135489E-05   0.823129E-06   0.677446E-07
 14000.000     0.000  -100.000   0.131228E-05   0.803590E-06   0.656142E-07
 14200.000     0.000  -100.000   0.126448E-05   0.783846E-06   0.632238E-07
 14400.000     0.000  -100.000   0.121012E-05   0.764053E-06   0.605062E-07
 14600.000     0.000  -100.000   0.114703E-05   0.744569E-06   0.573516E-07
 14800.000     0.000  -100.000   0.107103E-05   0.726779E-06   0.535513E-07
 15000.000     0.000  -100.000   0.974221E-06   0.720738E-06   0.487110E-07
     0.000   200.000  -100.000   0.106940E-05   0.724049E-06   0.534698E-07
   200.000   200.000  -100.000   0.119577E-05   0.718392E-06   0.597886E-07
   400.000   200.000  -100.000   0.128704E-05   0.735204E-06   0.643520E-07
   600.000   200.000  -100.000   0.135945E-05   0.754948E-06   0.679727E-07
   800.000   200.000  -100.000   0.142030E-05   0.775241E-06   0.710150E-07
  1000.000   200.000  -100.000   0.147298E-05   0.795552E-06   0.736490E-07
  1200.000   200.000  -100.000   0.151941E-05   0.815678E-06   0.759705E-07
  1400.000   200.000  -100.000   0.156082E-05   0.835508E-06   0.780409E-07
  1600.000   200.000  -100.000   0.159806E-05   0.854966E-06   0.799028E-07
  1800.000   200.000  -100.000   0.163175E-05   0.873996E-06   0.815875E-07
  2000.000   200.000  -100.000   0.166238E-05   0.892550E-06   0.831191E-07
  2200.000   200.000  -100.000   0.169033E-05   0.910591E-06   0.845164E-07
  2400.000   200.000  -100.000   0.171590E-05   0.928084E-06   0.857951E-07
  2600.000   200.000  -100.000   0.173936E-05   0.945003E-06   0.869678E-07
  2800.000   200.000  -100.000   0.176091E-05   0.961324E-06   0.880454E-07
  3000.000   200.000  -100.000   0.178074E-05   0.977028E-06   0.890370E-07
  3200.000   200.000  -100.000   0.179901E-05   0.992098E-06   0.899504E-07
  3400.000   200.000  -100.000   0.181585E-05   0.100652E-05   0.907926E-07
  3600.000   200.000  -100.000   0.183139E-05   0.102029E-05   0.915693E-07
  3800.000   200.000  -100.000   0.184572E-05   0.103339E-05   0.922858E-07
  4000.000   200.000  -100.000   0.185893E-05   0.104582E-05   0.929466E-07
  4200.000   200.000  -100.000   0.187111E-05   0.105757E-05   0.935555E-07
  4400.000   200.000  -100.000   0.188232E-05   0.106864E-05   0.941161E-07
  4600.000   200.000  -100.000   0.189263E-05   0.107903E-05   0.946313E-07
  4800.000   200.000  -100.000   0.190207E-05   0.108874E-05   0.951037E-07
  5000.000   200.000  -100.000   0.191071E-05   0.109776E-05   0.955355E-07
  5200.000   200.000  -100.000   0.191857E-05   0.110610E-05   0.959287E-07
  5400.000   200.000  -100.000   0.192570E-05   0.111374E-05   0.962849E-07
  5600.000   200.000  -100.000   0.193211E-05   0.112071E-05   0.966055E-07
  5800.000   200.000  -100.000   0.193783E-05   0.112699E-05   0.968916E-07
  6000.000   200.000  -100.000   0.194288E-05   0.113258E-05   0.971442E-07
  6200.000   200.000  -100.000   0.194728E-05   0.113748E-05   0.973642E-07
  6400.000   200.000  -100.000   0.195104E-05   0.114170E-05   0.975522E-07
  6600.000   200.000  -100.000   0.195417E-05   0.114524E-05   0.977087E-07
  6800.000   200.000  -100.000   0.195668E-05   0.114809E-05   0.978342E-07
  7000.000   200.000  -100.000   0.195858E-05   0.115025E-05   0.979289E-07
  7200.000   200.000  -100.000   0.195986E-05   0.115172E-05   0.979932E-07
  7400.000   200.000  -100.000   0.196054E-05   0.115250E-05   0.980270E-07
  7600.000   200.000  -100.000   0.196061E-05   0.115258E-05   0.980305E-07
  7800.000   200.000  -100.000   0.196007E-05   0.115198E-05   0.980037E-07
  8000.000   200.000  -100.000   0.195893E-05   0.115068E-05   0.979463E-07
  8200.000   200.000  -100.000   0.195716E-05   0.114869E-05   0.978582E-07
  8400.000   200.000  -100.000   0.195478E-05   0.114601E-05   0.977391E-07
  8600.000   200.000  -100.000   0.195177E-05   0.114263E-05   0.975885E-07
  8800.000   200.000  -100.000   0.194812E-05   0.113855E-05   0.974060E-07
  9000.000   200.000  -100.000   0.194382E-05   0.113378E-05   0.971909E-07
  9200.000   200.000  -100.000   0.193885E-05   0.112831E-05   0.969426E-07
  9400.000   200.000  -100.000   0.193320E-05   0.112214E-05   0.966601E-07
